formula,gfa
B42C12Ni46,1
B42C14Ni44,1
B42C16Ni42,1
B46C12Ni42,1
B46C20Ni34,1
B50C12Ni38,1
B50C20Ni30,1
B55C8Ni37,1
B55C12Ni33,1
B55C16Ni29,1
B59C4Ni37,1
B11.5C10Ni78.5,0
B13C10Ni77,0
B13C12Ni75,0
B14C20Ni66,0
B15C12Ni73,0
B17C8Ni75,0
B17C16Ni67,0
B22C8Ni70,0
B26C4Ni70,0
B40C6Ni54,0
B50C8Ni42,0
B0C5Ni95,0
B0C10Ni90,0
B0C15Ni85,0
B0C20Ni80,0
B5C0Ni95,0
B5C5Ni90,0
B5C15Ni80,0
B5C20Ni75,0
B10C5Ni85,0
B10C8Ni82,0
B10C10Ni80,0
B10C15Ni75,0
B10C20Ni70,0
B12C6Ni82,0
B14C2Ni84,0
B14C16Ni70,0
B16C0Ni84,0
B18C0Ni82,0
B18C6Ni76,0
B20C0Ni80,0
B20C6Ni74,0
B20C8Ni72,0
B22C0Ni78,0
B22C2Ni76,0
B22C5Ni73,0
B24C0Ni76,0
B24C4Ni72,0
B26C0Ni74,0
B26C2Ni72,0
B40C4Ni56,0
B41C6Ni53,0
B42C0Ni58,0
B42.5C2.5Ni55,0
B44C2.5Ni53.5,0
B46C0Ni54,0
B46C4Ni50,0
B46C8Ni46,0
B48C0Ni52,0
B50C4Ni46,0
B54C0Ni46,0
B58C4Ni38,0
B20Co30Cr50,1
B20Co35Cr45,1
B20Co40Cr40,1
B20Co50Cr30,1
B20Co55Cr25,1
B20Co60Cr20,1
B20Co72Cr8,1
B20Co80Cr0,1
B20Co65Cr15,1
B20Co70Cr10,1
B18.5Co81.5Cr0,1
B25Co67.5Cr7.5,1
B25Co75Cr0,1
B30Co70Cr0,1
B35Co65Cr0,1
B40Co60Cr0,1
B20Co0Fe80,1
B20Co74Fe6,1
B20Co10Fe70,1
B20Co20Fe60,1
B20Co30Fe50,1
B20Co40Fe40,1
B20Co50Fe30,1
B20Co60Fe20,1
B20Co70Fe10,1
B20Co80Fe0,1
B16Co0Fe84,1
B17Co10Fe73,1
B20Co5Fe75,1
B20Co75Fe5,1
B17Co1Fe82,1
B17Co2Fe81,1
B17Co3Fe80,1
B17Co4Fe79,1
B17Co6Fe77,1
B17Co7.5Fe75.5,1
B17Co11.5Fe71.5,1
B17Co16.5Fe66.5,1
B17Co19Fe64,1
B17Co22Fe61,1
B17Co25Fe58,1
B17Co33Fe50,1
B17Co41.5Fe41.5,1
B17Co54Fe29,1
B17Co66.5Fe16.5,1
B9Co0Fe91,1
B9Co85Fe6,1
B17Co0Fe83,1
B17Co62Fe21,1
B17Co75Fe8,1
B17Co77Fe6,1
B25Co0Fe75,1
B25Co70Fe5,1
B19Co0Fe81,1
B20Co4Fe76,1
B11Co89Mn0,1
B12Co52.8Mn35.2,1
B12Co53Mn35,1
B12Co57Mn31,1
B12Co61.6Mn26.4,1
B12Co62Mn26,1
B12Co70.4Mn17.6,1
B12Co70.5Mn17.5,1
B12Co79Mn9,1
B12Co88Mn0,1
B16Co50.4Mn33.6,1
B16Co50.5Mn33.5,1
B16Co54.5Mn29.5,1
B16Co58.8Mn25.2,1
B16Co59Mn25,1
B16Co67Mn17,1
B16Co67.2Mn16.8,1
B16Co75Mn9,1
B16Co75.6Mn8.4,1
B16Co84Mn0,1
B20Co48Mn32,1
B20Co52Mn28,1
B20Co56Mn24,1
B20Co64Mn16,1
B20Co72Mn8,1
B20Co80Mn0,1
B24Co45.5Mn30.5,1
B24Co49.4Mn26.6,1
B24Co49.5Mn26.5,1
B24Co53Mn23,1
B24Co53.2Mn22.8,1
B24Co60.8Mn15.2,1
B24Co61Mn15,1
B24Co68Mn8,1
B24Co68.4Mn7.6,1
B24Co76Mn0,1
B28Co43Mn29,1
B28Co43.2Mn28.8,1
B28Co47Mn25,1
B28Co50Mn22,1
B28Co50.4Mn21.6,1
B28Co57.6Mn14.4,1
B28Co58Mn14,1
B28Co64.8Mn7.2,1
B28Co65Mn7,1
B28Co72Mn0,1
B32Co41Mn27,1
B32Co44Mn24,1
B32Co46.4Mn21.6,1
B32Co47Mn21,1
B32Co54.4Mn13.6,1
B32Co54.5Mn13.5,1
B32Co61Mn7,1
B32Co68Mn0,1
B12Co48Mn40,1
B12Co61Mn27,1
B12Co68Mn20,1
B12Co70Mn18,1
B16Co50Mn34,1
B20Co40Mn40,1
B20Co60Mn20,1
B24Co54Mn22,1
B28Co32Mn40,1
B28Co51Mn21,1
B28Co52Mn20,1
B32Co48Mn20,1
B32Co54Mn14,1
B24Co38Mn38,1
B24Co45.6Mn30.4,1
B12Co18Mn70,1
B12Co24Mn64,1
B12Co34Mn54,1
B12Co39Mn49,1
B12Co44Mn44,1
B12Co45Mn43,1
B12Co49Mn39,1
B16Co17Mn67,1
B16Co20Mn64,1
B16Co21Mn63,1
B16Co24.5Mn59.5,1
B16Co25Mn59,1
B16Co27Mn57,1
B16Co33Mn51,1
B16Co35Mn49,1
B16Co42Mn42,1
B16Co43.5Mn40.5,1
B16Co49Mn35,1
B16Co65Mn19,1
B16Co65.5Mn18.5,1
B16Co76Mn8,1
B20Co20Mn60,1
B20Co28.5Mn51.5,1
B20Co32Mn48,1
B20Co36.5Mn43.5,1
B20Co37Mn43,1
B20Co41.5Mn38.5,1
B20Co44Mn36,1
B20Co47.5Mn32.5,1
B20Co57Mn23,1
B24Co24Mn52,1
B24Co27Mn49,1
B24Co28Mn48,1
B24Co33Mn43,1
B24Co34Mn42,1
B24Co39Mn37,1
B24Co42Mn34,1
B24Co46.5Mn29.5,1
B24Co48Mn28,1
B24Co52Mn24,1
B28Co25Mn47,1
B28Co30Mn42,1
B28Co36Mn36,1
B28Co37Mn35,1
B28Co41Mn31,1
B28Co41.5Mn30.5,1
B28Co45Mn27,1
B28Co45.5Mn26.5,1
B31Co41Mn28,1
B18.5Co81.5Mn0,1
B25Co67.5Mn7.5,1
B25Co75Mn0,1
B30Co70Mn0,1
B35Co65Mn0,1
B40Co60Mn0,1
B11Co53.4Mn35.6,1
B11Co71.2Mn17.8,1
B33Co40.2Mn26.8,1
B33Co53.6Mn13.4,1
B2Co84Nb14,1
B5Co81Nb14,1
B10Co77Nb13,1
B6Co80Nb14,1
B6Co84Nb10,0
B12Co80Nb8,1
B34Co33Ni33,1
B34Co66Ni0,1
B7Co80P13,1
B7.5Co77.5Si15,1
B10Co75Si15,1
B10Co77.5Si12.5,1
B12.5Co77.5Si10,1
B12.5Co80Si7.5,1
B15Co70Si15,1
B15Co72.5Si12.5,1
B15Co75Si10,1
B15Co77.5Si7.5,1
B15Co80Si5,1
B20Co65Si15,1
B20Co67.5Si12.5,1
B20Co70Si10,1
B20Co72.5Si7.5,1
B20Co75Si5,1
B25Co62.5Si12.5,1
B25Co65Si10,1
B25Co67.5Si7.5,1
B25Co70Si5,1
B27.5Co65Si7.5,1
B30Co65Si5,1
B20Co62.5Si17.5,0
B20Co80Si0,0
B25Co75Si0,0
B30Co70Si0,0
B5Co75Si20,0
B10Co70Si20,0
B10Co80Si10,0
B10Co82Si8,0
B10Co85Si5,0
B12.5Co80.5Si7,0
B14Co82Si4,0
B15Co65Si20,0
B15Co85Si0,0
B20Co60Si20,0
B22.5Co60Si17.5,0
B12Co78Si10,1
B12.5Co75Si12.5,1
B17.5Co75Si7.5,1
B11Co78Si11,1
B13.5Co73Si13.5,1
B14.75Co70.5Si14.75,1
B16Co68Si16,1
B14Co80Si6,1
B10Co20Ti70,1
B18Co66Ti16,1
B18Co70Ti12,1
B18Co74Ti8,1
B18Co78Ti4,1
B20Co64Ti16,1
B20Co68Ti12,1
B20Co72Ti8,1
B20Co76Ti4,1
B20Co80Ti0,1
B22Co62Ti16,1
B22Co66Ti12,1
B22Co70Ti8,1
B22Co74Ti4,1
B24Co64Ti12,1
B24Co68Ti8,1
B24Co72Ti4,1
B12Co68Ti20,1
B12.75Co72.25Ti15,1
B13.5Co76.5Ti10,1
B11.25Co63.75V25,1
B12Co68V20,1
B12.75Co72.25V15,1
B13.5Co76.5V10,1
B14.25Co80.75V5,1
B40Co40Y20,1
B0Co90Zr10,1
B2Co88Zr10,1
B5Co85Zr10,1
B2Co82Zr16,1
B4Co86Zr10,1
B7Co77Zr16,1
B10Co74Zr16,1
B10Co80Zr10,1
B13Co71Zr16,1
B16Co68Zr16,1
B16Co74Zr10,1
B20Co70Zr10,1
B25Co65Zr10,1
B2Co82Zr16,0
B0Co91Zr9,1
B2Co91Zr7,1
B20Cr5Fe75,1
B20Cr10Fe70,1
B15Cr0Fe85,1
B15Cr2.5Fe82.5,1
B15Cr4Fe81,1
B15Cr7Fe78,1
B15Cr9Fe76,1
B15Cr10Fe75,1
B15Cr12Fe73,1
B20Cr0Fe80,1
B20Cr8Fe72,1
B20Cr20Fe60,1
B20Cr25Fe55,1
B20Cr30Fe50,1
B20Cr35Fe45,1
B20Cr40Fe40,1
B15Cr11Fe74,1
B15Cr25Fe60,1
B9Cr0Fe91,1
B9Cr85Fe6,1
B17Cr2.5Fe80.5,1
B25Cr0Fe75,1
B25Cr70Fe5,1
B2Cr8Fe90,1
B2Cr10Fe88,1
B4Cr8Fe88,1
B4Cr10Fe86,1
B6Cr8Fe86,1
B6Cr10Fe84,1
B8Cr8Fe84,1
B8Cr10Fe82,1
B10Cr24Fe66,1
B10Cr26Fe64,1
B12Cr5Fe83,1
B12Cr10Fe78,1
B12Cr14Fe74,1
B12Cr15Fe73,1
B12Cr18Fe70,1
B12Cr20Fe68,1
B12Cr22Fe66,1
B12Cr24Fe64,1
B14Cr5Fe81,1
B14Cr10Fe76,1
B14Cr14Fe72,1
B14Cr15Fe71,1
B14Cr20Fe66,1
B14Cr24Fe62,1
B16Cr5Fe79,1
B16Cr10Fe74,1
B16Cr14Fe70,1
B16Cr20Fe64,1
B18Cr5Fe77,1
B18Cr10Fe72,1
B18Cr14Fe68,1
B18Cr20Fe62,1
B8Cr18Fe74,0
B8Cr20Fe72,0
B8Cr22Fe70,0
B8Cr24Fe68,0
B8Cr26Fe66,0
B10Cr5Fe85,0
B10Cr8Fe82,0
B10Cr10Fe80,0
B10Cr12Fe78,0
B10Cr14Fe76,0
B10Cr15Fe75,0
B10Cr18Fe72,0
B10Cr20Fe70,0
B10Cr22Fe68,0
B2Cr12Fe86,0
B2Cr14Fe84,0
B2Cr16Fe82,0
B2Cr20Fe78,0
B4Cr5Fe91,0
B4Cr12Fe84,0
B4Cr14Fe82,0
B4Cr15Fe81,0
B4Cr16Fe80,0
B4Cr20Fe76,0
B6Cr5Fe89,0
B6Cr12Fe82,0
B6Cr14Fe80,0
B6Cr15Fe79,0
B6Cr16Fe78,0
B6Cr18Fe76,0
B6Cr20Fe74,0
B6Cr22Fe72,0
B6Cr24Fe70,0
B6Cr26Fe68,0
B8Cr5Fe87,0
B8Cr12Fe80,0
B8Cr14Fe78,0
B8Cr15Fe77,0
B8Cr16Fe76,0
B19Cr0Fe81,1
B15Cr5Fe80,1
B15Cr15Fe70,1
B15Cr20Fe65,1
B15Cr30Fe55,1
B20Cr1Fe79,1
B20Cr2.5Fe77.5,1
B20Cr4Fe76,1
B14.4Cr6.6Fe79,1
B11Cr27Fe62,1
B12Cr26Fe62,1
B14Cr26Fe60,1
B17.5Cr25Fe57.5,1
B19.5Cr24.5Fe56,1
B21Cr24Fe55,1
B20Cr6Fe74,1
B20Cr15Fe65,1
B14Cr0Fe86,1
B14Cr7Fe79,1
B16Cr7Fe77,1
B20Cr10Ni70,1
B20Cr20Ni60,1
B20Cr25Ni55,1
B20Cr30Ni50,1
B13Cu0Fe87,1
B13Cu0.5Fe86.5,1
B14Cu0Fe86,1
B14Cu0.5Fe85.5,1
B16Cu0Fe84,1
B16Cu0.5Fe83.5,1
B18Cu0Fe82,1
B18Cu0.5Fe81.5,1
B20Cu0Fe80,1
B20Cu0.5Fe79.5,1
B14Cu1Fe85,0
B14Cu3Fe83,0
B14Cu5Fe81,0
B14Cu10Fe76,0
B16Cu1Fe83,0
B16Cu3Fe81,0
B16Cu5Fe79,0
B16Cu10Fe74,0
B16Cu15Fe69,0
B18Cu1Fe81,0
B18Cu5Fe77,0
B18Cu10Fe72,0
B18Cu15Fe67,0
B18Cu20Fe62,0
B20Cu1Fe79,0
B20Cu5Fe75,0
B20Cu10Fe70,0
B4Cu1Fe95,0
B4Cu5Fe91,0
B4Cu10Fe86,0
B6Cu1Fe93,0
B6Cu3Fe91,0
B6Cu5Fe89,0
B6Cu10Fe84,0
B6Cu15Fe79,0
B8Cu1Fe91,0
B8Cu3Fe89,0
B8Cu5Fe87,0
B8Cu10Fe82,0
B8Cu15Fe77,0
B10Cu1Fe89,0
B10Cu3Fe87,0
B10Cu5Fe85,0
B10Cu10Fe80,0
B10Cu15Fe75,0
B12Cu1Fe87,0
B12Cu3Fe85,0
B12Cu5Fe83,0
B12Cu10Fe78,0
B12Cu15Fe73,0
B12Cu20Fe68,0
B14Cu15Fe71,0
B14Cu20Fe66,0
B16Cu20Fe64,0
B17Cu1.5Fe81.5,1
B19Cu0Fe81,1
B17Cu3Ni80,1
B1Cu30Zr69,1
B1Cu40Zr59,1
B1Cu50Zr49,1
B1Cu60Zr39,1
B1Cu70Zr29,1
B2.5Cu20Zr77.5,1
B2.5Cu25Zr72.5,1
B2.5Cu30Zr67.5,1
B2.5Cu35Zr62.5,1
B2.5Cu40Zr57.5,1
B2.5Cu45Zr52.5,1
B2.5Cu50Zr47.5,1
B2.5Cu55Zr42.5,1
B2.5Cu60Zr37.5,1
B2.5Cu65Zr32.5,1
B2.5Cu70Zr27.5,1
B2.5Cu80Zr17.5,1
B5Cu15Zr80,1
B5Cu20Zr75,1
B5Cu25Zr70,1
B5Cu30Zr65,1
B5Cu35Zr60,1
B5Cu40Zr55,1
B5Cu45Zr50,1
B5Cu50Zr45,1
B5Cu55Zr40,1
B5Cu60Zr35,1
B5Cu65Zr30,1
B5Cu70Zr25,1
B7.5Cu25Zr67.5,1
B7.5Cu30Zr62.5,1
B7.5Cu35Zr57.5,1
B7.5Cu50Zr42.5,1
B7.5Cu55Zr37.5,1
B10Cu25Zr65,1
B10Cu30Zr60,1
B10Cu35Zr55,1
B1Cu75Zr24,0
B2.5Cu75Zr22.5,0
B7.5Cu15Zr77.5,0
B1Cu20Zr79,0
B17Fe73Ga10,1
B17Fe75Ga8,1
B17Fe77Ga6,1
B17Fe79Ga4,1
B17Fe81Ga2,1
B10Fe80Ge10,1
B12Fe80Ge8,1
B15Fe80Ge5,1
B18Fe80Ge2,1
B19Fe81Ge0,1
B4Fe89Hf7,1
B2Fe91Hf7,1
B6Fe87Hf7,1
B8Fe85Hf7,1
B12Fe81Hf7,1
B14Fe86Hf0,1
B16Fe77Hf7,1
B16Fe76Ho8,1
B16Fe80Ho4,1
B16Fe82Ho2,1
B16Fe84Ho0,1
B16Fe81La3,1
B20Fe60Mn20,1
B20Fe62Mn18,1
B20Fe64Mn16,1
B20Fe66Mn14,1
B20Fe70Mn10,1
B20Fe72Mn8,1
B20Fe74Mn6,1
B20Fe76Mn4,1
B20Fe78Mn2,1
B20Fe80Mn0,1
B9Fe6Mn85,1
B9Fe91Mn0,1
B17Fe80.5Mn2.5,1
B25Fe5Mn70,1
B25Fe75Mn0,1
B14Fe20Mn66,1
B14Fe71Mn15,1
B14Fe76Mn10,1
B14Fe81Mn5,1
B14Fe83Mn3,1
B14Fe85Mn1,1
B16Fe74Mn10,1
B16Fe81Mn3,1
B16Fe83Mn1,1
B10Fe20Mn70,0
B10Fe75Mn15,0
B10Fe80Mn10,0
B10Fe85Mn5,0
B10Fe87Mn3,0
B10Fe89Mn1,0
B12Fe20Mn68,0
B12Fe73Mn15,0
B12Fe78Mn10,0
B12Fe83Mn5,0
B12Fe85Mn3,0
B12Fe87Mn1,0
B4Fe91Mn5,0
B4Fe93Mn3,0
B4Fe95Mn1,0
B6Fe79Mn15,0
B6Fe84Mn10,0
B6Fe89Mn5,0
B6Fe91Mn3,0
B6Fe93Mn1,0
B8Fe20Mn72,0
B8Fe77Mn15,0
B8Fe82Mn10,0
B8Fe87Mn5,0
B8Fe89Mn3,0
B8Fe91Mn1,0
B19Fe81Mn0,1
B20Fe75Mn5,1
B19Fe77Mn4,1
B20Fe78Mo2,1
B20Fe72Mo8,1
B20Fe73Mo7,1
B20Fe74Mo6,1
B20Fe70Mo10,1
B20Fe75Mo5,1
B20Fe76Mo4,1
B20Fe77Mo3,1
B20Fe79Mo1,1
B20Fe80Mo0,1
B9Fe6Mo85,1
B9Fe91Mo0,1
B17Fe80.5Mo2.5,1
B25Fe5Mo70,1
B25Fe75Mo0,1
B10Fe70Mo20,1
B10Fe72Mo18,1
B10Fe75Mo15,1
B10Fe78Mo12,1
B10Fe80Mo10,1
B10Fe82Mo8,1
B12Fe68Mo20,1
B12Fe70Mo18,1
B12Fe73Mo15,1
B12Fe76Mo12,1
B12Fe78Mo10,1
B12Fe80Mo8,1
B12Fe83Mo5,1
B14Fe66Mo20,1
B14Fe71Mo15,1
B14Fe74Mo12,1
B14Fe76Mo10,1
B14Fe78Mo8,1
B14Fe81Mo5,1
B16Fe64Mo20,1
B16Fe69Mo15,1
B16Fe76Mo8,1
B16Fe79Mo5,1
B6Fe74Mo20,0
B6Fe76Mo18,0
B6Fe79Mo15,0
B6Fe82Mo12,0
B6Fe84Mo10,0
B7Fe85Mo8,0
B8Fe72Mo20,0
B8Fe74Mo18,0
B8Fe77Mo15,0
B8Fe80Mo12,0
B8Fe82Mo10,0
B8Fe87Mo5,0
B9Fe83Mo8,0
B10Fe85Mo5,0
B2Fe78Mo20,0
B2Fe80Mo18,0
B2Fe83Mo15,0
B2Fe86Mo12,0
B2Fe88Mo10,0
B2Fe90Mo8,0
B2Fe93Mo5,0
B4Fe76Mo20,0
B4Fe78Mo18,0
B4Fe81Mo15,0
B4Fe84Mo12,0
B4Fe86Mo10,0
B4Fe88Mo8,0
B4Fe91Mo5,0
B6Fe86Mo8,0
B6Fe89Mo5,0
B12Fe81Mo7,1
B14Fe86Mo0,1
B6Fe82Nb12,1
B8Fe77Nb15,1
B8Fe80Nb12,1
B10Fe75Nb15,1
B10Fe78Nb12,1
B10Fe85Nb5,1
B12Fe83Nb5,1
B5Fe80Nb15,0
B5Fe83Nb12,0
B6Fe79Nb15,0
B8Fe87Nb5,0
B3Fe85Nb12,0
B3Fe92Nb5,0
B6Fe89Nb5,0
B17Fe80Nb3,1
B17Fe83Nb0,1
B9Fe84Nb7,1
B8Fe85Nb7,1
B10Fe83Nb7,1
B12Fe81Nb7,1
B14Fe86Nb0,1
B16Fe77Nb7,1
B17.5Fe61.875Nd20.625,1
B17.5Fe66Nd16.5,1
B17.5Fe70.125Nd12.375,1
B17.5Fe74.25Nd8.25,1
B17.5Fe78.375Nd4.125,1
B17.5Fe82.5Nd0,1
B8Fe77Nd15,1
B4.8Fe82.2Nd14,1
B6.1Fe82.1Nd11.8,1
B7.8Fe78.2Nd14,1
B19Fe77Nd4,1
B5Fe81Nd14,0
B6Fe78Nd16,0
B18.5Fe31.5Nd50,1
B18.5Fe51.5Nd30,1
B18.5Fe61.5Nd20,1
B18.5Fe69.5Nd12,1
B18.5Fe75.5Nd6,1
B18.5Fe78.5Nd3,1
B18.5Fe81.5Nd0,1
B0Fe75Nd25,1
B0Fe79Nd21,1
B0Fe82Nd18,1
B0Fe85Nd15,1
B3Fe82Nd15,1
B6Fe82Nd12,1
B9Fe82Nd9,1
B12Fe82Nd6,1
B15Fe82Nd3,1
B18Fe82Nd0,1
B8Fe76Nd16,1
B8Fe79Nd13,1
B18.5Fe77Nd4.5,1
B0Fe40Nd60,1
B0Fe50Nd50,1
B0Fe60Nd40,1
B0Fe67Nd33,1
B0Fe80Nd20,1
B0Fe89Nd11,1
B16Fe33.6Nd50.4,1
B16Fe42Nd42,1
B16Fe50.4Nd33.6,1
B16Fe56.3Nd27.7,1
B16Fe67.2Nd16.8,1
B16Fe74.8Nd9.2,1
B16Fe84Nd0,1
B7.5Fe77.5Nd15,1
B20Fe40Ni40,1
B20Fe80Ni0,1
B20Fe20Ni60,1
B20Fe30Ni50,1
B20Fe50Ni30,1
B20Fe60Ni20,1
B20Fe70Ni10,1
B0Fe50Ni50,1
B16Fe42Ni42,1
B18Fe41Ni41,1
B26Fe37Ni37,1
B30Fe35Ni35,1
B17Fe54Ni29,1
B17Fe66.4Ni16.6,1
B17Fe83Ni0,1
B16Fe84Ni0,1
B17Fe23Ni60,1
B17Fe33Ni50,1
B17Fe43Ni40,1
B17Fe48Ni35,1
B17Fe53Ni30,1
B17Fe63Ni20,1
B17Fe73Ni10,1
B16Fe25Ni59,1
B16Fe33.5Ni50.5,1
B17Fe7Ni76,1
B17Fe21Ni62,1
B17Fe24Ni59,1
B17Fe32.5Ni50.5,1
B17Fe41Ni42,1
B17Fe50Ni33,1
B18Fe23Ni59,1
B18Fe31.5Ni50.5,1
B18Fe40Ni42,1
B19Fe22Ni59,1
B19Fe30.5Ni50.5,1
B19Fe39Ni42,1
B20Fe21Ni59,1
B20Fe29.5Ni50.5,1
B20Fe38Ni42,1
B9Fe6Ni85,1
B9Fe91Ni0,1
B17Fe80.5Ni2.5,1
B25Fe5Ni70,1
B25Fe75Ni0,1
B22Fe39Ni39,1
B25Fe65Ni10,1
B27Fe36.5Ni36.5,1
B10Fe80Ni10,1
B10Fe85Ni5,1
B12Fe68Ni20,1
B12Fe73Ni15,1
B12Fe78Ni10,1
B14Fe61Ni25,1
B14Fe66Ni20,1
B14Fe71Ni15,1
B14Fe76Ni10,1
B14Fe81Ni5,1
B14Fe83Ni3,1
B14Fe85Ni1,1
B16Fe59Ni25,1
B16Fe64Ni20,1
B16Fe69Ni15,1
B16Fe74Ni10,1
B16Fe79Ni5,1
B16Fe81Ni3,1
B16Fe83Ni1,1
B18Fe57Ni25,1
B18Fe62Ni20,1
B18Fe67Ni15,1
B18Fe72Ni10,1
B18Fe77Ni5,1
B10Fe89Ni1,0
B12Fe83Ni5,0
B12Fe85Ni3,0
B12Fe87Ni1,0
B2Fe73Ni25,0
B2Fe78Ni20,0
B2Fe83Ni15,0
B2Fe88Ni10,0
B4Fe71Ni25,0
B4Fe76Ni20,0
B4Fe81Ni15,0
B4Fe86Ni10,0
B4Fe91Ni5,0
B4Fe93Ni3,0
B4Fe95Ni1,0
B6Fe69Ni25,0
B6Fe74Ni20,0
B6Fe79Ni15,0
B6Fe84Ni10,0
B6Fe89Ni5,0
B6Fe93Ni1,0
B8Fe67Ni25,0
B8Fe72Ni20,0
B8Fe77Ni15,0
B8Fe82Ni10,0
B8Fe87Ni5,0
B8Fe89Ni3,0
B8Fe91Ni1,0
B10Fe65Ni25,0
B10Fe70Ni20,0
B10Fe75Ni15,0
B12Fe63Ni25,0
B19Fe81Ni0,1
B20Fe75Ni5,1
B20Fe35Ni45,1
B14Fe43Ni43,1
B23Fe12.3Ni64.7,1
B23Fe38.5Ni38.5,1
B23Fe46.2Ni30.8,1
B23Fe60.1Ni16.9,1
B16.5Fe21Ni62.5,1
B16.5Fe61.5Ni22,1
B17.5Fe21Ni61.5,1
B17.5Fe41.5Ni41,1
B19Fe20.5Ni60.5,1
B19Fe61Ni20,1
B19.5Fe40.5Ni40,1
B20.5Fe59.5Ni20,1
B21.5Fe58.5Ni20,1
B22Fe19.5Ni58.5,1
B24Fe38Ni38,1
B24Fe57Ni19,1
B25Fe56Ni19,1
B27Fe18.5Ni54.5,1
B27Fe54.5Ni18.5,1
B28.5Fe53.5Ni18,1
B29Fe18Ni53,1
B19Fe76Ni5,1
B20Fe15Ni65,1
B17Fe80Ni3,1
B24Fe66Ni10,1
B7Fe80P13,1
B0Fe80P20,1
B2.3Fe83P14.7,1
B3Fe79P18,1
B5Fe83P12,1
B6Fe79P15,1
B6Fe80P14,1
B6Fe81P13,1
B6Fe82P12,1
B6Fe83P11,1
B7Fe79P14,1
B7Fe81P12,1
B7Fe82P11,1
B7Fe83P10,1
B8Fe79P13,1
B8Fe80P12,1
B8Fe81P11,1
B8Fe82P10,1
B8Fe83P9,1
B9Fe78P13,1
B9Fe79P12,1
B9Fe80P11,1
B9Fe81P10,1
B9Fe82P9,1
B10Fe79P11,1
B10Fe80P10,1
B10Fe81P9,1
B10Fe83P7,1
B11Fe79P10,1
B11Fe80P9,1
B12Fe79P9,1
B12Fe80P8,1
B12Fe81P7,1
B12Fe82P6,1
B12Fe83P5,1
B13Fe77P10,1
B13Fe79P8,1
B13Fe80P7,1
B14Fe79P7,1
B14Fe81P5,1
B14Fe83P3,1
B15Fe77P8,1
B15Fe79P6,1
B15Fe80P5,1
B16Fe79P5,1
B16Fe81P3,1
B17Fe77P6,1
B17Fe79P4,1
B20Fe76P4,1
B20Fe80P0,1
B21Fe75P4,1
B3Fe83P14,0
B4Fe84P12,0
B5Fe84P11,0
B6Fe84P10,0
B7Fe84P9,0
B11Fe75P14,0
B11Fe85P4,0
B17Fe80P3,0
B18Fe79P3,0
B18Fe80P2,0
B18Fe82P0,0
B19Fe75P6,0
B19Fe77P4,0
B19Fe81P0,0
B21Fe79P0,0
B4Fe80P16,1
B14Fe80P6,1
B16Fe80P4,1
B18Fe80P2,1
B18Fe80Pd2,1
B19Fe81Pd0,1
B17Fe80Si3,1
B20Fe80Si0,1
B12Fe78Si10,1
B9Fe77.5Si13.5,1
B12Fe72Si16,1
B12Fe75Si13,1
B12Fe77Si11,1
B12Fe80Si8,1
B15Fe72.5Si12.5,1
B15Fe75Si10,1
B15Fe77.5Si7.5,1
B15Fe81Si4,1
B15Fe83Si2,1
B16Fe82Si2,1
B18Fe72Si10,1
B18Fe78Si4,1
B18Fe80Si2,1
B18Fe82Si0,1
B20Fe78Si2,1
B21Fe70Si9,1
B21Fe72Si7,1
B21Fe75Si4,1
B22Fe71Si7,1
B24Fe69Si7,1
B9Fe80Si11,0
B12Fe84Si4,0
B13Fe85Si2,0
B24Fe73Si3,0
B6Fe83Si11,0
B9Fe83Si8,0
B22Fe76Si2,0
B24Fe74Si2,0
B5Fe80Si15,1
B7.5Fe77.5Si15,1
B7.5Fe80Si12.5,1
B10Fe72.5Si17.5,1
B10Fe75Si15,1
B10Fe77.5Si12.5,1
B10Fe80Si10,1
B12.5Fe70Si17.5,1
B12.5Fe72.5Si15,1
B12.5Fe75Si12.5,1
B12.5Fe77.5Si10,1
B12.5Fe80Si7.5,1
B12.5Fe82.5Si5,1
B15Fe67.5Si17.5,1
B15Fe70Si15,1
B15Fe80Si5,1
B17.5Fe67.5Si15,1
B17.5Fe70Si12.5,1
B17.5Fe72.5Si10,1
B17.5Fe75Si7.5,1
B17.5Fe77.5Si5,1
B20Fe65Si15,1
B20Fe67.5Si12.5,1
B20Fe70Si10,1
B20Fe72.5Si7.5,1
B20Fe75Si5,1
B20Fe77.5Si2.5,1
B22.5Fe67.5Si10,1
B22.5Fe70Si7.5,1
B22.5Fe72.5Si5,1
B22.5Fe77.5Si0,1
B81.5Fe12.5Si6,0
B7.5Fe74.5Si18,0
B7.5Fe82.5Si10,0
B10Fe83.5Si6.5,0
B6Fe81.5Si12.5,0
B7.5Fe75Si17.5,0
B10Fe83Si7,0
B13Fe75Si12,1
B14.5Fe81.5Si4,1
B14Fe83Si3,1
B14Fe78Si8,1
B17Fe79.5Si3.5,1
B19Fe81Si0,1
B7.5Fe75Si17.5,1
B10Fe70Si20,1
B12Fe70Si18,1
B15Fe72Si13,1
B15Fe78Si7,1
B15Fe82Si3,1
B15Fe85Si0,1
B17Fe70Si13,1
B17Fe83Si0,1
B17.5Fe80Si2.5,1
B22Fe75Si3,1
B22Fe78Si0,1
B25Fe75Si0,1
B12.2Fe74.8Si13,1
B12.5Fe78.5Si9,1
B14.5Fe78Si7.5,1
B15Fe74.5Si10.5,1
